"","A_09_195_S6_R1_001","A_10_313_S9_R1_001","A_11_062_S8_R1_001","A_12_011_S10_R1_001","A_13_027_S12_R1_001","A_13_086_S11_R1_001","A_14_022_S5_R1_001","A_14_076_S7_R1_001"
"tRF-29-14PSR9O933F4",2,1,0,1,0,0,2,0
"tRF-29-15WV7W6SJFE3",0,0,0,0,0,0,1,0
"tRF-29-184KISQIY51V",3,3,1,0,3,0,1,0
"tRF-29-18X3HRL7S5I4",0,0,0,0,0,0,0,1
"tRF-29-18Y3E7QN7J1U",1,0,0,1,0,0,0,0
"tRF-29-18YKISQI451V",5,4,2,4,10,5,14,0
"tRF-29-1E6SF8WO6VJ8",0,0,0,0,0,0,0,1
"tRF-29-1ER37E14PHHX",1,1,1,2,0,0,7,1
"tRF-29-1EWJQ72S3HIJ",0,0,0,0,1,0,0,1
"tRF-29-1EWJQZ2S3HIJ",0,1,0,0,0,0,0,1
"tRF-29-1F8J4S5IR2KN",1,0,0,0,0,2,0,0
"tRF-29-1FZJ47D112KN",0,0,0,2,0,1,4,0
"tRF-29-1HPSR9O93324",42,10,70,15,30,24,83,97
"tRF-29-1KWH19BMWIIY",0,0,0,1,0,0,0,0
"tRF-29-1M70YU890HI9",0,1,0,0,0,0,0,0
"tRF-29-1MN0YU09FKI9",0,0,0,0,2,0,0,0
"tRF-29-1MQKYU8RSHIV",0,3,1,2,0,0,0,0
"tRF-29-1NR8YU86KPIR",0,0,0,1,0,0,0,0
"tRF-29-1SH2P4FINOJ5",1,0,0,0,0,0,0,0
"tRF-29-1SS2P46INOJ5",0,2,0,0,0,0,1,2
"tRF-29-1SS2P46INOJJ",108,104,20,24,136,436,183,40
"tRF-29-1SS2P4FINOJ5",37,35,5,11,46,132,51,8
"tRF-29-1WZ4RZDMKN2D",0,0,0,0,0,0,2,0
"tRF-29-1YIF54RNZF2J",0,1,2,0,2,0,11,2
"tRF-29-1YIPRVYJ9XEO",4,4,4,1,0,3,4,1
"tRF-29-22EVUIJVK6KD",1,3,4,2,3,1,16,3
"tRF-29-22PZ20K91O2P",0,0,0,1,0,0,0,0
"tRF-29-22YRI7XUK825",0,0,0,0,0,4,0,2
"tRF-29-287SBRMR71J2",1,0,2,2,0,8,2,4
"tRF-29-299DWUH6QE1L",5,3,1,1,0,2,4,0
"tRF-29-2J1Y0SR95914",0,2,1,0,1,4,0,0
"tRF-29-2L2YBE7XO8I5",1,0,0,7,1,1,5,1
"tRF-29-2OOIQO4QPR10",2,2,3,8,4,4,12,3
"tRF-29-2QR7F8YKIRJZ",65,17,6,20,26,4,25,3
"tRF-29-2R14PSR9O914",0,0,3,0,0,3,0,3
"tRF-29-2R1HPSR9O914",1,0,1,2,5,6,0,2
"tRF-29-2S3HPSR95914",6,0,13,2,9,37,2,17
"tRF-29-2VO0SRMNLM14",0,0,0,0,0,1,0,0
"tRF-29-2VR008R95912",1,4,4,5,28,50,1,10
"tRF-29-2VR008R9591K",13,13,65,21,99,262,17,96
"tRF-29-2VR008R9D91K",7,0,5,1,14,27,2,14
"tRF-29-2VR00SR9D914",0,0,0,0,1,0,0,0
"tRF-29-2VR0PSR95914",0,0,1,0,6,11,1,4
"tRF-29-2VR0PSRZ5914",0,0,0,0,0,1,0,0
"tRF-29-2WI0PRRN2M1K",0,0,0,0,0,0,0,2
"tRF-29-2YBE7XO8Q61D",0,0,0,4,1,2,4,1
"tRF-29-2YU04DYJIO1Q",18,15,8,76,5,10,28,8
"tRF-29-301M3KYOHRIR",0,0,0,1,0,0,0,0
"tRF-29-307EZ6VYDYF6",0,0,0,0,0,1,0,0
"tRF-29-31QJ3KYUYR2D",2,3,8,2,5,16,3,12
"tRF-29-325UB1ZZK0HU",18,18,17,63,25,12,85,0
"tRF-29-32VIJMRPFQFX",1,1,0,2,0,0,0,1
"tRF-29-33DSJOBZBDKO",1,1,0,0,0,0,1,1
"tRF-29-34HWH3RXSIHM",766,317,375,201,557,529,904,372
"tRF-29-36S0ZFHIUNJP",0,1,0,1,0,0,0,0
"tRF-29-3876HR2L3RE2",0,0,0,2,0,0,0,0
"tRF-29-387SDRJH71J2",7,3,12,3,7,22,4,12
"tRF-29-387SDRJHR1J2",0,0,1,2,0,7,1,3
"tRF-29-387SERJ4R1J2",0,0,0,0,0,0,0,1
"tRF-29-387SFRJ4O1E2",4,0,6,3,5,26,0,10
"tRF-29-389MV47P59I8",126,94,67,45,77,44,195,46
"tRF-29-389MV4QP59I8",6,7,4,2,1,0,10,2
"tRF-29-38MMV47P59I8",1,0,1,0,0,0,2,0
"tRF-29-38Z90668K825",0,0,5,2,2,13,4,5
"tRF-29-38Z906R8K825",0,0,0,0,2,0,0,0
"tRF-29-3B1NR8YUP612",0,0,0,0,0,2,0,1
"tRF-29-3B1NR8YUP6J2",2,0,0,0,0,0,0,0
"tRF-29-3BDW9NH1NRHB",2,1,0,1,0,0,1,1
"tRF-29-3FPD48YUHSFD",1,0,0,0,2,0,0,0
"tRF-29-3HPSR95933FY",1,0,0,0,1,0,2,2
"tRF-29-3IRW18V6XOIE",171,50,13,10,121,106,56,31
"tRF-29-3JVIJMRPFQHX",122,65,34,22,61,146,117,43
"tRF-29-3JVIJMRPFQIX",42,6,18,16,24,55,17,18
"tRF-29-3K76IR3DR2I2",0,0,1,0,0,0,0,0
"tRF-29-3K7SIR3DR2I2",0,2,0,0,0,0,3,0
"tRF-29-3L7L73J6M9I3",0,0,1,0,0,1,0,0
"tRF-29-3L7LQ3V6J9I3",1,0,0,0,0,0,0,0
"tRF-29-3OPP6N7KYU2J",0,0,1,0,0,0,0,0
"tRF-29-3RUJJKIWRN1S",0,0,0,0,0,0,0,1
"tRF-29-3SY3H3RUSM1K",0,0,1,0,0,0,0,1
"tRF-29-3SY3H3RXSM1K",0,0,0,0,0,0,0,1
"tRF-29-3U7SB7J0RJE2",0,1,1,0,0,3,0,0
"tRF-29-3U7SF7J01JE2",0,0,0,0,0,0,0,1
"tRF-29-3V2VR0PSR9IE",1,0,0,0,0,0,0,0
"tRF-29-40KK5Y93W0JJ",1,6,1,0,0,0,1,0
"tRF-29-436X6NMHN9EK",0,0,0,0,0,1,0,0
"tRF-29-43RX6NMH49EK",2,3,0,0,1,2,0,1
"tRF-29-43ZU2FYOB0FB",1,0,0,0,0,0,0,0
"tRF-29-45DBNIB9I112",0,0,2,0,0,1,1,0
"tRF-29-47202L2YBE2Q",0,0,0,0,0,0,1,0
"tRF-29-47MXSL735LJJ",0,0,0,0,0,0,1,1
"tRF-29-47MXSL73VLJJ",0,0,0,0,0,0,2,0
"tRF-29-4ER81XDDZZH3",1,0,1,0,0,0,2,0
"tRF-29-4J83ML5F92H3",25,26,7,14,9,3,33,5
"tRF-29-4JRX6N38Z9EJ",0,0,0,0,1,0,0,0
"tRF-29-4KIK74HK9F1X",0,0,0,0,0,0,1,0
"tRF-29-4LQ6R3V02Y23",0,1,0,0,0,0,0,0
"tRF-29-4P64R9598L2J",0,0,0,0,1,0,2,0
"tRF-29-4R04SXQ3V2KJ",0,0,0,0,0,0,1,0
"tRF-29-4R94SX73V2KK",0,0,1,1,0,0,1,2
"tRF-29-4RH4SXQ3V2KJ",0,0,1,0,0,0,0,0
"tRF-29-4S14IZJQXEJU",19,52,29,4,55,47,23,27
"tRF-29-4VN1EH6KK825",0,0,0,0,1,4,0,0
"tRF-29-4WVLV470VR1M",0,0,0,0,0,0,1,0
"tRF-29-4YMY91PJB71Z",0,0,0,0,0,0,0,2
"tRF-29-4YO9XEKJ5RHZ",2,0,1,1,2,0,0,0
"tRF-29-4YOZXEKJ5RHZ",0,0,0,0,0,1,0,0
"tRF-29-4ZMKQ4R9OM11",0,0,0,0,0,0,0,1
"tRF-29-51MLHVHBEX0R",1,0,1,3,0,0,7,0
"tRF-29-58RW5P7JE2H7",0,0,0,0,0,0,1,0
"tRF-29-596VW631QJ14",0,0,0,0,0,2,1,0
"tRF-29-596VZ631QJ14",0,0,0,0,0,0,1,0
"tRF-29-59J3WD8YQ8HK",2,2,0,0,0,1,0,0
"tRF-29-59V3WD8YQ8HK",0,0,0,0,0,1,0,1
"tRF-29-5BF900BY4DJI",4,7,11,13,6,10,19,3
"tRF-29-5BVNUEVBWXIQ",0,0,1,0,0,0,0,0
"tRF-29-5DMKYOYRLHIX",2,0,1,3,0,0,0,0
"tRF-29-5DMKYUYRLHIX",8,5,2,1,1,4,5,0
"tRF-29-5EOB3ZY61DE2",0,0,0,0,0,0,1,1
"tRF-29-5J7KYUHRE9JR",1,0,0,1,0,0,0,0
"tRF-29-5JJ8RYQYB1EW",0,0,0,0,0,1,0,0
"tRF-29-5L8RPY8HM2HW",0,0,0,0,0,0,1,0
"tRF-29-5LDOV2QXBR1Q",0,0,0,2,0,0,0,0
"tRF-29-5OJIH6Z3NPIJ",0,1,0,1,0,1,2,2
"tRF-29-5P1OHE10NOEJ",0,2,0,0,0,0,1,0
"tRF-29-5R5N2E489215",0,1,0,0,0,0,0,0
"tRF-29-5R5NL3489B15",0,0,0,0,0,0,0,1
"tRF-29-5R93WB86QKI3",0,0,0,0,0,0,0,3
"tRF-29-5SVP9N15WV2P",2,0,0,0,1,1,0,0
"tRF-29-5VF3R3ZV1RK1",0,0,0,0,0,0,1,0
"tRF-29-5XR4NPNNBXF0",1,0,0,0,0,0,0,0
"tRF-29-5Y13W087W42K",0,0,0,0,0,1,0,0
"tRF-29-5Y73W0K5KKH8",0,0,0,0,0,2,0,1
"tRF-29-5Y93W086382B",0,0,0,0,1,0,0,0
"tRF-29-5Y93W086W820",1,0,0,0,0,0,0,0
"tRF-29-5YXENDBP1I28",4,1,6,0,1,2,5,2
"tRF-29-5Z2IUIX1Q7HV",76,69,44,53,196,68,295,54
"tRF-29-60MV9JKL06HY",0,0,0,0,1,0,0,0
"tRF-29-623K76IR3DIY",5,2,1,0,4,0,2,2
"tRF-29-623K7SIR3DIY",25,13,7,11,16,2,21,6
"tRF-29-62XB0ZZRD2FV",1,0,1,2,1,0,5,0
"tRF-29-64R4XLR828E6",1,0,1,0,2,0,1,2
"tRF-29-66XMSL73VLH3",0,0,0,1,0,1,1,0
"tRF-29-68K87SERM4JY",1,1,2,1,2,0,2,0
"tRF-29-6978WP9LXNHK",0,0,1,0,1,0,2,3
"tRF-29-6998LO9EFVFP",0,2,0,0,1,1,0,0
"tRF-29-69M8LO9EFVFP",1,0,1,3,1,4,2,4
"tRF-29-6LQ6S8V0J6HW",3,1,0,4,0,0,0,0
"tRF-29-6MF0I71NLI1P",0,1,0,0,0,0,0,0
"tRF-29-6QR47673FEJ5",0,0,0,0,1,0,0,0
"tRF-29-6RJ89O9MF5JP",0,0,0,0,0,0,0,1
"tRF-29-6RJ89O9NF5JP",1,0,2,1,1,3,2,12
"tRF-29-6RRNLIK898HR",0,0,0,0,0,1,6,0
"tRF-29-6RRNLNK88KHR",0,0,1,0,0,0,0,0
"tRF-29-6RVP4PRNFJEP",2,0,1,2,0,0,6,0
"tRF-29-6XQ6S8V0J8HW",32,21,16,6,24,13,29,20
"tRF-29-6XQ6S8V0JUHV",3,1,0,1,1,0,1,0
"tRF-29-6XQ6S8V0JUHW",7,7,0,5,11,2,8,2
"tRF-29-73436X6NMHHQ",0,0,0,0,2,0,0,0
"tRF-29-7343RX6NMHH3",65,36,14,13,31,19,49,9
"tRF-29-73V2Y8L981IK",0,0,1,0,0,0,0,0
"tRF-29-789NLJK1JKEM",1,0,0,0,0,0,0,0
"tRF-29-789NV4S2I71V",0,0,0,0,0,0,0,1
"tRF-29-79M89P9NH5F5",0,0,0,0,0,0,0,1
"tRF-29-79MP909NH525",2,1,0,0,1,0,0,0
"tRF-29-79MP9P9MH525",170,225,187,170,151,227,167,291
"tRF-29-79MP9P9NH52Q",183,265,228,134,141,304,302,304
"tRF-29-79MP9PMNH5F5",2,8,15,35,9,16,46,29
"tRF-29-7BWU2F5JYHEJ",0,1,1,0,0,2,2,0
"tRF-29-7EMQ18Y3E7IN",60,22,1,19,69,20,16,6
"tRF-29-7ID890YBOZK5",0,0,1,0,1,0,0,0
"tRF-29-7IR1JOKP1MI0",3,0,0,0,0,0,0,0
"tRF-29-7J3KYU4RRQIX",0,0,0,0,0,0,0,1
"tRF-29-7JPE6LQFZ2H5",0,0,2,0,0,0,0,0
"tRF-29-7N987X1RJY23",0,0,0,0,0,0,2,0
"tRF-29-7O409Z7KZO2J",0,0,0,1,0,0,0,2
"tRF-29-7O58J0K8UMII",25,15,32,64,11,21,103,27
"tRF-29-7OHFO6FJN609",0,0,0,0,1,0,0,0
"tRF-29-7PLWWJ9X0U0Y",0,0,0,0,1,0,0,0
"tRF-29-7PVP941QKS1P",0,0,0,0,0,0,0,1
"tRF-29-7RH3S3RX8HJP",0,0,0,0,1,0,0,0
"tRF-29-7RI3SERXPIH4",0,0,0,1,1,0,1,0
"tRF-29-7UXP18RZXPJ3",0,0,4,0,0,0,2,0
"tRF-29-7UYK7IVI7OHF",0,0,0,0,0,1,0,0
"tRF-29-7X9PN54720F7",10,4,3,17,2,3,19,3
"tRF-29-7Y93Y086Z3HH",0,0,1,0,0,0,0,0
"tRF-29-7ZOOJ9BBF3E2",0,0,0,1,0,0,0,0
"tRF-29-801MK8YOHS20",0,0,0,0,0,2,0,0
"tRF-29-81J36RRNLI1K",0,0,0,0,0,1,0,0
"tRF-29-81PV6RRNLN1K",0,0,0,0,2,1,0,1
"tRF-29-821IQ4YUH52K",1,0,0,0,0,0,0,2
"tRF-29-821NQ4YOH52K",0,0,0,1,1,0,0,1
"tRF-29-821NQ4YOS52K",0,0,0,1,0,0,0,2
"tRF-29-82FN4KYU47IW",0,0,1,0,0,0,0,0
"tRF-29-82FN5KYUSRKK",0,0,1,1,0,0,0,0
"tRF-29-82FNKKYU47IW",0,0,1,0,0,2,0,1
"tRF-29-82FNPKYUS7IK",0,0,0,3,0,0,2,5
"tRF-29-82Z4D7OOJ0IQ",4,1,2,1,3,1,3,0
"tRF-29-83ML5F924ZED",1,0,0,0,0,0,1,0
"tRF-29-83ML5FX24ZED",0,0,0,0,0,0,2,0
"tRF-29-83RPD9W1X618",0,0,0,0,0,0,0,2
"tRF-29-8694U47P29JX",0,1,0,0,0,0,0,0
"tRF-29-8694U47P29JY",0,1,0,0,0,0,0,0
"tRF-29-86J8WPMN1EJ3",5659,4108,6250,3474,4865,5908,3906,6065
"tRF-29-86V8WPMN1EJ3",1429,1103,1708,922,1030,1359,1223,1688
"tRF-29-87R95RM3Y8FV",39,5,30,27,48,82,12,45
"tRF-29-87R9BMM3PRHJ",0,0,0,1,1,1,0,1
"tRF-29-87R9DRM3Y8FV",2,0,0,2,1,4,1,1
"tRF-29-887S1RMH5MI2",8,1,1,1,7,14,4,7
"tRF-29-88I26WRNLE12",0,1,0,0,2,0,0,1
"tRF-29-88R9DM3WWK1V",0,0,0,0,1,1,0,0
"tRF-29-897PVP941Q1J",17,21,23,40,7,18,33,30
"tRF-29-897PVP941W1J",0,0,0,1,0,0,0,0
"tRF-29-897PVP9N1Q1J",0,1,5,6,1,5,9,6
"tRF-29-8BR9M3W08SI4",0,0,0,2,0,1,0,2
"tRF-29-8BRY93W0861H",0,0,0,1,0,0,0,0
"tRF-29-8FFDXXE6XR1I",0,0,0,0,0,1,0,1
"tRF-29-8HM2OSRN2N1J",0,0,0,0,0,0,0,1
"tRF-29-8HM2OSRNLN1J",0,0,0,0,1,0,0,0
"tRF-29-8HR9O13MMVHJ",0,0,0,0,2,0,0,0
"tRF-29-8L8NRS9NS31N",6,0,1,4,1,0,1,0
"tRF-29-8LHYD3MU7SEV",0,0,0,0,0,1,0,0
"tRF-29-8NRS9NS3341S",9,2,12,23,3,2,23,4
"tRF-29-8P7SER9I69I2",4,0,6,4,9,7,2,6
"tRF-29-8PLML38BWS24",0,0,8,5,4,6,2,2
"tRF-29-8PLML3W0WS24",0,0,0,0,1,0,0,0
"tRF-29-8PR9DM3W8K1V",0,0,0,1,0,0,0,0
"tRF-29-8PR9DM3WWK1V",65,20,70,59,113,185,18,99
"tRF-29-8Q1W18YMEMJW",1,1,0,0,0,0,0,0
"tRF-29-8RR9BMM3PRHJ",0,0,0,3,2,0,0,0
"tRF-29-8RR9ODMJ6BFV",1,0,0,0,0,0,0,0
"tRF-29-8RR9ODMJF0FV",0,0,0,0,0,0,0,1
"tRF-29-8SR95R3J09FV",0,0,0,1,0,0,0,0
"tRF-29-8SR95R3JH9FV",1,1,7,1,1,3,1,5
"tRF-29-8SR95RKJH9FV",4,0,4,6,9,23,0,23
"tRF-29-8SR9BM32LJ1J",8,1,3,4,8,17,1,10
"tRF-29-8SR9DR3J09FV",0,1,0,3,0,2,0,2
"tRF-29-8SR9DR3JH9FV",1,0,2,4,3,6,1,5
"tRF-29-8W1W188MEN1V",3,2,3,0,1,0,4,1
"tRF-29-8W1WF8YM0N1V",2,1,0,0,0,0,0,0
"tRF-29-8XF6RE987SFD",0,0,0,0,1,1,0,0
"tRF-29-8Y1951825KFV",0,0,0,0,0,2,0,0
"tRF-29-8Y19O182RKFV",0,1,2,4,0,5,1,3
"tRF-29-8Y7Z2R14PS2E",0,2,0,0,0,0,0,0
"tRF-29-8Y7Z2R1HPS2E",0,1,3,2,0,3,0,1
"tRF-29-8YR951K36DFV",2,5,5,3,3,16,4,5
"tRF-29-8YR9OMKJRVHJ",0,0,2,0,1,0,0,0
"tRF-29-8ZR8WP9I1EJ4",0,0,0,0,0,1,0,1
"tRF-29-91M3WD8SS4I6",0,0,0,0,0,1,0,1
"tRF-29-91U45O6WNDKK",0,0,0,0,0,0,2,0
"tRF-29-93QO945NB2HQ",0,0,0,0,0,0,1,0
"tRF-29-93R918VBY9I3",10,2,0,1,3,6,6,2
"tRF-29-945NB2NZW7HV",7,0,3,2,4,4,14,1
"tRF-29-947673FEWS1Q",0,0,0,0,0,1,0,0
"tRF-29-947SFR06RDI2",1,0,2,1,0,6,0,3
"tRF-29-947SHR06RDI2",1,0,1,0,0,0,0,1
"tRF-29-94SX73V2Y81W",220,141,63,29,183,103,243,76
"tRF-29-94SX7JV2Y81W",13,9,7,5,7,4,12,7
"tRF-29-94U47P299DKP",1,0,0,0,0,1,0,0
"tRF-29-955JK87S0R19",0,0,0,0,1,0,0,0
"tRF-29-96L85DMKYOKJ",0,2,0,0,0,0,0,0
"tRF-29-987S1R265MI2",1,0,1,0,1,1,0,0
"tRF-29-987S1R27R3I2",1,0,0,0,0,0,0,0
"tRF-29-987S1RJ7R3I2",0,0,1,0,0,1,0,0
"tRF-29-987S1RJ7RMI2",6,3,2,0,4,5,2,6
"tRF-29-987SDR265MI2",0,0,0,0,0,1,0,1
"tRF-29-9DH48V7KYUEJ",0,0,0,0,0,0,0,1
"tRF-29-9EF91SS2PMER",1,0,0,0,0,0,0,0
"tRF-29-9HSX73V2Y81W",0,0,0,0,0,1,1,0
"tRF-29-9JKL0653L4ID",0,0,0,1,0,0,0,0
"tRF-29-9KIWRNL3KQH4",0,0,0,0,0,0,2,0
"tRF-29-9LON4VN1EHIS",0,0,0,0,1,0,1,0
"tRF-29-9LVPZO0BEBJ7",0,0,0,0,0,0,1,0
"tRF-29-9M739P8WQ0EB",46,26,41,39,54,49,148,75
"tRF-29-9M88I26WRN16",0,0,0,0,0,1,0,0
"tRF-29-9MV47P596VJ5",31,15,8,13,12,8,36,2
"tRF-29-9MV4QP596VK5",4,5,0,2,3,1,10,0
"tRF-29-9MVH7P59N3K5",2,2,0,2,2,0,2,0
"tRF-29-9MZLB6R3LU25",0,0,0,1,0,0,0,0
"tRF-29-9N15WV7W6SF9",0,1,0,2,0,0,0,0
"tRF-29-9N1EWJQ72S1M",0,1,0,0,3,2,0,0
"tRF-29-9NF5W8E7OMF9",0,0,0,0,0,3,1,0
"tRF-29-9O08F4BDNZJ2",0,0,0,0,0,0,1,0
"tRF-29-9OHXDD1KYK15",0,0,0,1,0,0,0,0
"tRF-29-9P9NH57S36F8",0,0,0,0,2,1,0,1
"tRF-29-9Q53K87SHR19",0,0,0,0,0,1,0,0
"tRF-29-9Q5JK87SHR19",0,0,0,2,0,0,0,0
"tRF-29-9RQ4R9O1KI1P",0,0,0,0,0,1,0,0
"tRF-29-9U7SF7276JE2",1,0,3,1,0,5,1,2
"tRF-29-9UHY0DFKN5HV",0,0,0,4,0,0,1,0
"tRF-29-9XEO7N987XFD",0,0,0,0,0,0,1,0
"tRF-29-B162XB0ZZR0Y",0,2,3,1,1,0,1,0
"tRF-29-B4ZPEK45H512",19,2,5,25,19,6,9,5
"tRF-29-B6QZRK7SIRKJ",0,0,0,1,0,0,0,0
"tRF-29-B6R3LU76D71W",0,0,1,1,5,3,0,4
"tRF-29-B6R3LU76I71W",0,0,0,0,0,2,0,1
"tRF-29-B6R3LU7SH71W",0,0,0,0,0,0,0,1
"tRF-29-B7MNLE308HI1",1,0,0,0,0,0,0,0
"tRF-29-BE7XO8Q6J61J",395,79,60,704,269,26,226,66
"tRF-29-BJ8FFDXXE6JV",0,1,0,1,1,1,0,0
"tRF-29-BKHDFX8Q9MKH",0,0,0,1,0,0,0,0
"tRF-29-BKQXQXIO18HL",0,0,0,1,0,0,0,0
"tRF-29-BLHKFZB1KZFQ",0,0,0,0,0,0,0,1
"tRF-29-BMU00KRX67HQ",8,6,6,23,4,0,14,12
"tRF-29-BP1IUUK7VZEJ",0,0,0,1,0,0,2,1
"tRF-29-BP5E387SDRFZ",1,0,0,0,0,0,0,0
"tRF-29-BS5EOB3ZY6EX",0,4,1,6,0,0,5,0
"tRF-29-BSDE287SBRHD",0,0,1,0,0,0,0,0
"tRF-29-BSDEL87SBRHD",0,0,0,0,1,0,0,0
"tRF-29-BV2KWHR95R1N",0,0,0,0,0,0,0,1
"tRF-29-BX1WZ4RZDM1I",0,0,0,2,0,0,0,0
"tRF-29-D0B601WZ03HV",1,1,1,3,0,1,7,2
"tRF-29-D112Z4R95M11",0,0,0,0,1,0,0,0
"tRF-29-D14PU3XOUZEE",0,1,0,0,0,0,0,0
"tRF-29-D3IPBBKN8LEQ",0,0,0,2,0,0,0,0
"tRF-29-D5EUB4ZPEKH2",2,1,9,47,5,14,16,25
"tRF-29-D6FU8U76D71Z",0,0,0,0,1,0,0,0
"tRF-29-D7B2JK7PP9KQ",19,12,10,65,6,0,41,14
"tRF-29-D7OOJ0QXL11Q",17,7,5,12,14,9,18,5
"tRF-29-D890YBOZZ7HL",6,1,3,10,3,6,19,10
"tRF-29-D89NJ4S2I71V",3,1,1,1,5,1,5,3
"tRF-29-D8YJE76INBJ2",1,0,0,0,0,1,2,0
"tRF-29-D9W1X6L85J14",0,1,0,0,1,0,1,0
"tRF-29-DBNIB9I1KQ23",9,1,4,5,0,2,13,3
"tRF-29-DF7UK87SIR19",0,0,1,0,4,4,0,4
"tRF-29-DFQ9B1XSRIJ2",9,3,5,15,1,3,4,4
"tRF-29-DJXW7SD6MSIZ",0,0,0,1,0,0,0,0
"tRF-29-DRFO8U7SD71Z",0,0,0,1,0,1,0,0
"tRF-29-DRFU8U76D71Z",1,0,2,3,1,8,2,8
"tRF-29-DRFU8U7S171Z",0,0,0,1,0,0,0,1
"tRF-29-DRI8RZKSLP25",3,0,0,3,0,0,1,3
"tRF-29-DSJOBZBDZ5FD",0,1,0,1,1,0,0,0
"tRF-29-DW9NH1NRM52V",3,1,3,3,7,1,10,3
"tRF-29-DWY2MJ8F811I",40,11,8,70,20,5,35,9
"tRF-29-E1D3L87SBRHB",0,0,0,1,0,0,0,0
"tRF-29-E1D3L87SHRHB",1,2,4,5,1,4,0,4
"tRF-29-E6199M8O90IN",0,0,0,1,0,0,0,0
"tRF-29-E76INB8PLM1S",3,3,1,5,6,5,5,7
"tRF-29-E76IZB8PLM1S",0,0,0,0,0,1,0,0
"tRF-29-E7ZPVOH30W2R",0,1,0,1,0,0,1,0
"tRF-29-E89NJ4S2I71V",2,2,0,0,1,1,8,2
"tRF-29-E92NBX7ZOO1E",1,0,2,2,0,0,0,0
"tRF-29-EH623K76IR1L",0,1,2,0,3,5,0,3
"tRF-29-EH623K7SIR1L",2,2,8,0,3,22,2,5
"tRF-29-EH6KK87SIR19",0,2,3,0,14,21,1,6
"tRF-29-EH6KK87YIR19",0,0,2,0,0,0,0,0
"tRF-29-EH93WB86892K",0,0,0,0,0,0,0,1
"tRF-29-ELXKKSR9DR14",0,0,0,0,0,0,0,1
"tRF-29-EO7N987X1R1E",15,12,3,3,4,8,19,10
"tRF-29-EUB4ZPEK45F2",17,0,1,10,1,0,6,2
"tRF-29-EWBJUIVFYDHQ",0,0,0,2,0,0,0,0
"tRF-29-EWBMU00KRXIV",0,0,0,0,0,0,1,0
"tRF-29-EZ5P1OHE10HO",0,2,0,0,0,0,0,0
"tRF-29-EZU05OJIH6K4",0,0,1,4,0,0,2,0
"tRF-29-F0IURNL3KZH0",0,2,0,0,1,0,0,0
"tRF-29-F0QV7NLE2W1Y",0,0,1,0,2,2,0,0
"tRF-29-F1R38E8RO8IS",3,0,0,0,0,1,1,0
"tRF-29-F1R3WE8RO8IS",13,2,1,2,1,1,6,3
"tRF-29-F20O27NXJ4E2",0,1,0,2,0,0,0,0
"tRF-29-F2H3YBY2HZEW",0,0,0,0,0,1,0,0
"tRF-29-F3BLHKFZB113",0,2,0,0,1,2,1,0
"tRF-29-F5W8E7OMJHFJ",1,1,0,0,2,0,1,0
"tRF-29-F5W8EZOMJHFJ",0,0,0,0,0,1,0,0
"tRF-29-F6RE987S1R1D",1,4,2,2,5,10,4,3
"tRF-29-F6RE987S1RFV",0,2,0,1,0,3,0,2
"tRF-29-F732Q86N7KKK",0,1,0,1,0,0,0,0
"tRF-29-F85SI1LQ3RE2",0,0,2,4,1,8,1,4
"tRF-29-F85SI1LQWRE2",0,0,0,1,0,0,1,2
"tRF-29-F900BY4D841J",0,0,0,0,1,0,0,0
"tRF-29-F91SS2P46IHO",1,0,1,0,2,2,2,0
"tRF-29-F9LKXNYQIUFP",21,30,39,39,24,23,47,25
"tRF-29-FBQ622EVUI10",3,0,6,2,2,2,13,1
"tRF-29-FDXXE6XRK4JO",3,0,3,3,0,1,6,0
"tRF-29-FFR3VJ4ZZ5FV",0,1,0,0,1,0,2,0
"tRF-29-FH690M0RHBFV",82,25,30,28,62,36,63,44
"tRF-29-FMNKYUHRF8IV",0,0,0,1,0,0,0,0
"tRF-29-FN4KYU476YI5",1,0,0,0,0,0,0,0
"tRF-29-FN5KYUSRYW2D",0,0,0,0,0,0,1,0
"tRF-29-FN7BWU2F5JK1",21,10,15,13,11,3,41,6
"tRF-29-FN8DYDZDL9JR",82,56,27,120,51,16,132,16
"tRF-29-FOU5XBINVDI9",1,0,0,3,0,0,0,0
"tRF-29-FP18LPMBQ4H4",2,1,0,2,1,3,1,1
"tRF-29-FPZD3KYUYRIV",2,0,2,3,14,22,2,15
"tRF-29-FQFY392J1YEJ",0,0,0,0,1,0,0,0
"tRF-29-FRROWFUBNO0W",0,1,0,2,0,0,1,0
"tRF-29-FSXMSL73VLH3",18,5,31,9,15,20,31,25
"tRF-29-FU8U76D7M4HR",0,0,0,0,1,0,0,0
"tRF-29-FXQ6S8V0J8HW",0,0,0,0,1,0,0,0
"tRF-29-FY392J1Y0S2E",0,0,1,0,1,0,0,0
"tRF-29-FYRE987S1R1D",0,0,0,1,0,0,0,1
"tRF-29-H30WUI8OYD2Z",0,0,0,0,0,0,0,1
"tRF-29-H3RXSINHZ4IK",0,0,1,0,0,0,0,0
"tRF-29-H4SXQ3V2Y72E",13,3,1,1,5,4,5,0
"tRF-29-H6QE30YOH920",0,0,0,0,2,2,0,0
"tRF-29-H7V3LY7SDRIW",0,0,0,0,1,1,0,0
"tRF-29-H7V3LY7SIRIW",0,0,0,0,1,0,0,0
"tRF-29-H913M87SFRF8",0,0,0,0,0,0,0,1
